chamber,roll_number,member_id,legislator_name,party,state,vote
Senate,1,S289,Alexander (R-TN),R,TN,Not Voting
Senate,1,S354,Baldwin (D-WI),D,WI,Yes
Senate,1,S317,Barrasso (R-WY),R,WY,Yes
Senate,1,S330,Bennet (D-CO),D,CO,Yes
Senate,1,S341,Blumenthal (D-CT),D,CT,Yes
Senate,1,S342,Blunt (R-MO),R,MO,Yes
Senate,1,S370,Booker (D-NJ),D,NJ,No
Senate,1,S343,Boozman (R-AR),R,AR,Yes
Senate,1,S307,Brown (D-OH),D,OH,Yes
Senate,1,S300,Burr (R-NC),R,NC,Not Voting
Senate,1,S275,Cantwell (D-WA),D,WA,Yes
Senate,1,S372,Capito (R-WV),R,WV,Yes
Senate,1,S308,Cardin (D-MD),D,MD,Yes
Senate,1,S277,Carper (D-DE),D,DE,Yes
Senate,1,S309,Casey (D-PA),D,PA,Yes
Senate,1,S373,Cassidy (R-LA),R,LA,Yes
Senate,1,S136,Cochran (R-MS),R,MS,Yes
Senate,1,S252,Collins (R-ME),R,ME,Yes
Senate,1,S337,Coons (D-DE),D,DE,Yes
Senate,1,S310,Corker (R-TN),R,TN,Yes
Senate,1,S287,Cornyn (R-TX),R,TX,Yes
Senate,1,S385,Cortez Masto (D-NV),D,NV,Yes
Senate,1,S374,Cotton (R-AR),R,AR,Yes
Senate,1,S266,Crapo (R-ID),R,ID,Yes
Senate,1,S355,Cruz (R-TX),R,TX,Yes
Senate,1,S375,Daines (R-MT),R,MT,Yes
Senate,1,S356,Donnelly (D-IN),D,IN,Yes
Senate,1,S386,Duckworth (D-IL),D,IL,Yes
Senate,1,S253,Durbin (D-IL),D,IL,Yes
Senate,1,S254,Enzi (R-WY),R,WY,Yes
Senate,1,S376,Ernst (R-IA),R,IA,Yes
Senate,1,S221,Feinstein (D-CA),D,CA,Yes
Senate,1,S357,Fischer (R-NE),R,NE,Yes
Senate,1,S358,Flake (R-AZ),R,AZ,Yes
Senate,1,S377,Gardner (R-CO),R,CO,Yes
Senate,1,S331,Gillibrand (D-NY),D,NY,No
Senate,1,S293,Graham (R-SC),R,SC,Yes
Senate,1,S153,Grassley (R-IA),R,IA,Yes
Senate,1,S387,Harris (D-CA),D,CA,No
Senate,1,S388,Hassan (D-NH),D,NH,Yes
Senate,1,S118,Hatch (R-UT),R,UT,Not Voting
Senate,1,S359,Heinrich (D-NM),D,NM,Yes
Senate,1,S360,Heitkamp (D-ND),D,ND,Yes
Senate,1,S352,Heller (R-NV),R,NV,Not Voting
Senate,1,S361,Hirono (D-HI),D,HI,Yes
Senate,1,S344,Hoeven (R-ND),R,ND,Yes
Senate,1,S236,Inhofe (R-OK),R,OK,Yes
Senate,1,S305,Isakson (R-GA),R,GA,Yes
Senate,1,S345,Johnson (R-WI),R,WI,Yes
Senate,1,S393,Jones (D-AL),D,AL,Yes
Senate,1,S362,Kaine (D-VA),D,VA,Yes
Senate,1,S389,Kennedy (R-LA),R,LA,Yes
Senate,1,S363,King (I-ME),I,ME,Yes
Senate,1,S311,Klobuchar (D-MN),D,MN,Yes
Senate,1,S378,Lankford (R-OK),R,OK,Yes
Senate,1,S057,Leahy (D-VT),D,VT,Yes
Senate,1,S346,Lee (R-UT),R,UT,Yes
Senate,1,S338,Manchin (D-WV),D,WV,Yes
Senate,1,S369,Markey (D-MA),D,MA,No
Senate,1,S197,McCain (R-AZ),R,AZ,Not Voting
Senate,1,S312,McCaskill (D-MO),D,MO,Yes
Senate,1,S174,McConnell (R-KY),R,KY,Yes
Senate,1,S306,Menendez (D-NJ),D,NJ,Yes
Senate,1,S322,Merkley (D-OR),D,OR,Not Voting
Senate,1,S347,Moran (R-KS),R,KS,Not Voting
Senate,1,S288,Murkowski (R-AK),R,AK,Not Voting
Senate,1,S364,Murphy (D-CT),D,CT,Yes
Senate,1,S229,Murray (D-WA),D,WA,Yes
Senate,1,S282,Nelson (D-FL),D,FL,Yes
Senate,1,S348,Paul (R-KY),R,KY,Yes
Senate,1,S379,Perdue (R-GA),R,GA,Not Voting
Senate,1,S380,Peters (D-MI),D,MI,Yes
Senate,1,S349,Portman (R-OH),R,OH,Yes
Senate,1,S259,Reed (D-RI),D,RI,Yes
Senate,1,S323,Risch (R-ID),R,ID,Not Voting
Senate,1,S260,Roberts (R-KS),R,KS,Yes
Senate,1,S381,Rounds (R-SD),R,SD,Yes
Senate,1,S350,Rubio (R-FL),R,FL,Not Voting
Senate,1,S313,Sanders (I-VT),I,VT,No
Senate,1,S382,Sasse (R-NE),R,NE,Yes
Senate,1,S353,Schatz (D-HI),D,HI,Yes
Senate,1,S270,Schumer (D-NY),D,NY,Yes
Senate,1,S365,Scott (R-SC),R,SC,Not Voting
Senate,1,S324,Shaheen (D-NH),D,NH,Yes
Senate,1,S184,Shelby (R-AL),R,AL,Yes
Senate,1,S394,Smith (D-MN),D,MN,Yes
Senate,1,S284,Stabenow (D-MI),D,MI,Yes
Senate,1,S383,Sullivan (R-AK),R,AK,Yes
Senate,1,S314,Tester (D-MT),D,MT,Yes
Senate,1,S303,Thune (R-SD),R,SD,Yes
Senate,1,S384,Tillis (R-NC),R,NC,Yes
Senate,1,S351,Toomey (R-PA),R,PA,Yes
Senate,1,S326,Udall (D-NM),D,NM,Yes
Senate,1,S390,Van Hollen (D-MD),D,MD,Yes
Senate,1,S327,Warner (D-VA),D,VA,Yes
Senate,1,S366,Warren (D-MA),D,MA,No
Senate,1,S316,Whitehouse (D-RI),D,RI,Yes
Senate,1,S318,Wicker (R-MS),R,MS,Yes
Senate,1,S247,Wyden (D-OR),D,OR,No
Senate,1,S391,Young (R-IN),R,IN,Yes
Senate,3,S289,Alexander (R-TN),R,TN,Yes
Senate,3,S354,Baldwin (D-WI),D,WI,Yes
Senate,3,S317,Barrasso (R-WY),R,WY,Yes
Senate,3,S330,Bennet (D-CO),D,CO,Yes
Senate,3,S341,Blumenthal (D-CT),D,CT,Yes
Senate,3,S342,Blunt (R-MO),R,MO,Yes
Senate,3,S370,Booker (D-NJ),D,NJ,Yes
Senate,3,S343,Boozman (R-AR),R,AR,Yes
Senate,3,S307,Brown (D-OH),D,OH,Yes
Senate,3,S300,Burr (R-NC),R,NC,Yes
Senate,3,S275,Cantwell (D-WA),D,WA,Yes
Senate,3,S372,Capito (R-WV),R,WV,Yes
Senate,3,S308,Cardin (D-MD),D,MD,Yes
Senate,3,S277,Carper (D-DE),D,DE,Yes
Senate,3,S309,Casey (D-PA),D,PA,Yes
Senate,3,S373,Cassidy (R-LA),R,LA,Yes
Senate,3,S136,Cochran (R-MS),R,MS,Yes
Senate,3,S252,Collins (R-ME),R,ME,Yes
Senate,3,S337,Coons (D-DE),D,DE,Yes
Senate,3,S310,Corker (R-TN),R,TN,Yes
Senate,3,S287,Cornyn (R-TX),R,TX,Yes
Senate,3,S385,Cortez Masto (D-NV),D,NV,Yes
Senate,3,S374,Cotton (R-AR),R,AR,Yes
Senate,3,S266,Crapo (R-ID),R,ID,Yes
Senate,3,S355,Cruz (R-TX),R,TX,Not Voting
Senate,3,S375,Daines (R-MT),R,MT,Yes
Senate,3,S356,Donnelly (D-IN),D,IN,Yes
Senate,3,S386,Duckworth (D-IL),D,IL,Yes
Senate,3,S253,Durbin (D-IL),D,IL,Yes
Senate,3,S254,Enzi (R-WY),R,WY,Yes
Senate,3,S376,Ernst (R-IA),R,IA,Yes
Senate,3,S221,Feinstein (D-CA),D,CA,Yes
Senate,3,S357,Fischer (R-NE),R,NE,Yes
Senate,3,S358,Flake (R-AZ),R,AZ,Yes
Senate,3,S377,Gardner (R-CO),R,CO,Yes
Senate,3,S331,Gillibrand (D-NY),D,NY,Yes
Senate,3,S293,Graham (R-SC),R,SC,Yes
Senate,3,S153,Grassley (R-IA),R,IA,Yes
Senate,3,S387,Harris (D-CA),D,CA,Yes
Senate,3,S388,Hassan (D-NH),D,NH,Yes
Senate,3,S118,Hatch (R-UT),R,UT,Yes
Senate,3,S359,Heinrich (D-NM),D,NM,Yes
Senate,3,S360,Heitkamp (D-ND),D,ND,Yes
Senate,3,S352,Heller (R-NV),R,NV,Yes
Senate,3,S361,Hirono (D-HI),D,HI,Yes
Senate,3,S344,Hoeven (R-ND),R,ND,Yes
Senate,3,S236,Inhofe (R-OK),R,OK,Yes
Senate,3,S305,Isakson (R-GA),R,GA,Not Voting
Senate,3,S345,Johnson (R-WI),R,WI,Yes
Senate,3,S393,Jones (D-AL),D,AL,Yes
Senate,3,S362,Kaine (D-VA),D,VA,Yes
Senate,3,S389,Kennedy (R-LA),R,LA,Yes
Senate,3,S363,King (I-ME),I,ME,Yes
Senate,3,S311,Klobuchar (D-MN),D,MN,Yes
Senate,3,S378,Lankford (R-OK),R,OK,Yes
Senate,3,S057,Leahy (D-VT),D,VT,Yes
Senate,3,S346,Lee (R-UT),R,UT,Yes
Senate,3,S338,Manchin (D-WV),D,WV,Yes
Senate,3,S369,Markey (D-MA),D,MA,Yes
Senate,3,S197,McCain (R-AZ),R,AZ,Not Voting
Senate,3,S312,McCaskill (D-MO),D,MO,Yes
Senate,3,S174,McConnell (R-KY),R,KY,Yes
Senate,3,S306,Menendez (D-NJ),D,NJ,Yes
Senate,3,S322,Merkley (D-OR),D,OR,Yes
Senate,3,S347,Moran (R-KS),R,KS,Yes
Senate,3,S288,Murkowski (R-AK),R,AK,Yes
Senate,3,S364,Murphy (D-CT),D,CT,Yes
Senate,3,S229,Murray (D-WA),D,WA,Yes
Senate,3,S282,Nelson (D-FL),D,FL,Yes
Senate,3,S348,Paul (R-KY),R,KY,Yes
Senate,3,S379,Perdue (R-GA),R,GA,Yes
Senate,3,S380,Peters (D-MI),D,MI,Yes
Senate,3,S349,Portman (R-OH),R,OH,Yes
Senate,3,S259,Reed (D-RI),D,RI,Yes
Senate,3,S323,Risch (R-ID),R,ID,Yes
Senate,3,S260,Roberts (R-KS),R,KS,Yes
Senate,3,S381,Rounds (R-SD),R,SD,Yes
Senate,3,S350,Rubio (R-FL),R,FL,Yes
Senate,3,S313,Sanders (I-VT),I,VT,Yes
Senate,3,S382,Sasse (R-NE),R,NE,Yes
Senate,3,S353,Schatz (D-HI),D,HI,Yes
Senate,3,S270,Schumer (D-NY),D,NY,Yes
Senate,3,S365,Scott (R-SC),R,SC,Yes
Senate,3,S324,Shaheen (D-NH),D,NH,Yes
Senate,3,S184,Shelby (R-AL),R,AL,Yes
Senate,3,S394,Smith (D-MN),D,MN,Yes
Senate,3,S284,Stabenow (D-MI),D,MI,Yes
Senate,3,S383,Sullivan (R-AK),R,AK,Yes
Senate,3,S314,Tester (D-MT),D,MT,Yes
Senate,3,S303,Thune (R-SD),R,SD,Yes
Senate,3,S384,Tillis (R-NC),R,NC,Yes
Senate,3,S351,Toomey (R-PA),R,PA,Yes
Senate,3,S326,Udall (D-NM),D,NM,Yes
Senate,3,S390,Van Hollen (D-MD),D,MD,Yes
Senate,3,S327,Warner (D-VA),D,VA,Yes
Senate,3,S366,Warren (D-MA),D,MA,Yes
Senate,3,S316,Whitehouse (D-RI),D,RI,Yes
Senate,3,S318,Wicker (R-MS),R,MS,Yes
Senate,3,S247,Wyden (D-OR),D,OR,Yes
Senate,3,S391,Young (R-IN),R,IN,Yes
Senate,2,S289,Alexander (R-TN),R,TN,Not Voting
Senate,2,S354,Baldwin (D-WI),D,WI,Yes
Senate,2,S317,Barrasso (R-WY),R,WY,Yes
Senate,2,S330,Bennet (D-CO),D,CO,Yes
Senate,2,S341,Blumenthal (D-CT),D,CT,Yes
Senate,2,S342,Blunt (R-MO),R,MO,Yes
Senate,2,S370,Booker (D-NJ),D,NJ,Yes
Senate,2,S343,Boozman (R-AR),R,AR,Yes
Senate,2,S307,Brown (D-OH),D,OH,Yes
Senate,2,S300,Burr (R-NC),R,NC,Yes
Senate,2,S275,Cantwell (D-WA),D,WA,Yes
Senate,2,S372,Capito (R-WV),R,WV,Yes
Senate,2,S308,Cardin (D-MD),D,MD,Yes
Senate,2,S277,Carper (D-DE),D,DE,Yes
Senate,2,S309,Casey (D-PA),D,PA,Yes
Senate,2,S373,Cassidy (R-LA),R,LA,Yes
Senate,2,S136,Cochran (R-MS),R,MS,Yes
Senate,2,S252,Collins (R-ME),R,ME,Yes
Senate,2,S337,Coons (D-DE),D,DE,Yes
Senate,2,S310,Corker (R-TN),R,TN,Not Voting
Senate,2,S287,Cornyn (R-TX),R,TX,Yes
Senate,2,S385,Cortez Masto (D-NV),D,NV,Yes
Senate,2,S374,Cotton (R-AR),R,AR,Yes
Senate,2,S266,Crapo (R-ID),R,ID,Yes
Senate,2,S355,Cruz (R-TX),R,TX,Not Voting
Senate,2,S375,Daines (R-MT),R,MT,Yes
Senate,2,S356,Donnelly (D-IN),D,IN,Not Voting
Senate,2,S386,Duckworth (D-IL),D,IL,Yes
Senate,2,S253,Durbin (D-IL),D,IL,Yes
Senate,2,S254,Enzi (R-WY),R,WY,Yes
Senate,2,S376,Ernst (R-IA),R,IA,Yes
Senate,2,S221,Feinstein (D-CA),D,CA,Yes
Senate,2,S357,Fischer (R-NE),R,NE,Yes
Senate,2,S358,Flake (R-AZ),R,AZ,Yes
Senate,2,S377,Gardner (R-CO),R,CO,Yes
Senate,2,S331,Gillibrand (D-NY),D,NY,Yes
Senate,2,S293,Graham (R-SC),R,SC,Yes
Senate,2,S153,Grassley (R-IA),R,IA,Yes
Senate,2,S387,Harris (D-CA),D,CA,Yes
Senate,2,S388,Hassan (D-NH),D,NH,Yes
Senate,2,S118,Hatch (R-UT),R,UT,Yes
Senate,2,S359,Heinrich (D-NM),D,NM,Yes
Senate,2,S360,Heitkamp (D-ND),D,ND,Yes
Senate,2,S352,Heller (R-NV),R,NV,Yes
Senate,2,S361,Hirono (D-HI),D,HI,No
Senate,2,S344,Hoeven (R-ND),R,ND,Yes
Senate,2,S236,Inhofe (R-OK),R,OK,Yes
Senate,2,S305,Isakson (R-GA),R,GA,Not Voting
Senate,2,S345,Johnson (R-WI),R,WI,Yes
Senate,2,S393,Jones (D-AL),D,AL,Yes
Senate,2,S362,Kaine (D-VA),D,VA,Yes
Senate,2,S389,Kennedy (R-LA),R,LA,Yes
Senate,2,S363,King (I-ME),I,ME,Yes
Senate,2,S311,Klobuchar (D-MN),D,MN,Yes
Senate,2,S378,Lankford (R-OK),R,OK,Yes
Senate,2,S057,Leahy (D-VT),D,VT,Yes
Senate,2,S346,Lee (R-UT),R,UT,Yes
Senate,2,S338,Manchin (D-WV),D,WV,Yes
Senate,2,S369,Markey (D-MA),D,MA,Yes
Senate,2,S197,McCain (R-AZ),R,AZ,Not Voting
Senate,2,S312,McCaskill (D-MO),D,MO,Yes
Senate,2,S174,McConnell (R-KY),R,KY,Yes
Senate,2,S306,Menendez (D-NJ),D,NJ,Yes
Senate,2,S322,Merkley (D-OR),D,OR,Yes
Senate,2,S347,Moran (R-KS),R,KS,Yes
Senate,2,S288,Murkowski (R-AK),R,AK,Yes
Senate,2,S364,Murphy (D-CT),D,CT,Yes
Senate,2,S229,Murray (D-WA),D,WA,Yes
Senate,2,S282,Nelson (D-FL),D,FL,Yes
Senate,2,S348,Paul (R-KY),R,KY,Yes
Senate,2,S379,Perdue (R-GA),R,GA,Not Voting
Senate,2,S380,Peters (D-MI),D,MI,Yes
Senate,2,S349,Portman (R-OH),R,OH,Yes
Senate,2,S259,Reed (D-RI),D,RI,Yes
Senate,2,S323,Risch (R-ID),R,ID,Yes
Senate,2,S260,Roberts (R-KS),R,KS,Not Voting
Senate,2,S381,Rounds (R-SD),R,SD,Yes
Senate,2,S350,Rubio (R-FL),R,FL,Yes
Senate,2,S313,Sanders (I-VT),I,VT,Yes
Senate,2,S382,Sasse (R-NE),R,NE,Yes
Senate,2,S353,Schatz (D-HI),D,HI,Yes
Senate,2,S270,Schumer (D-NY),D,NY,Yes
Senate,2,S365,Scott (R-SC),R,SC,Yes
Senate,2,S324,Shaheen (D-NH),D,NH,Yes
Senate,2,S184,Shelby (R-AL),R,AL,Yes
Senate,2,S394,Smith (D-MN),D,MN,Yes
Senate,2,S284,Stabenow (D-MI),D,MI,Yes
Senate,2,S383,Sullivan (R-AK),R,AK,Yes
Senate,2,S314,Tester (D-MT),D,MT,Not Voting
Senate,2,S303,Thune (R-SD),R,SD,Yes
Senate,2,S384,Tillis (R-NC),R,NC,Yes
Senate,2,S351,Toomey (R-PA),R,PA,Not Voting
Senate,2,S326,Udall (D-NM),D,NM,Yes
Senate,2,S390,Van Hollen (D-MD),D,MD,Yes
Senate,2,S327,Warner (D-VA),D,VA,Yes
Senate,2,S366,Warren (D-MA),D,MA,Yes
Senate,2,S316,Whitehouse (D-RI),D,RI,Yes
Senate,2,S318,Wicker (R-MS),R,MS,Yes
Senate,2,S247,Wyden (D-OR),D,OR,Yes
Senate,2,S391,Young (R-IN),R,IN,Yes
Senate,6,S289,Alexander (R-TN),R,TN,Yes
Senate,6,S354,Baldwin (D-WI),D,WI,Yes
Senate,6,S317,Barrasso (R-WY),R,WY,Yes
Senate,6,S330,Bennet (D-CO),D,CO,Yes
Senate,6,S341,Blumenthal (D-CT),D,CT,Yes
Senate,6,S342,Blunt (R-MO),R,MO,Yes
Senate,6,S370,Booker (D-NJ),D,NJ,Not Voting
Senate,6,S343,Boozman (R-AR),R,AR,Yes
Senate,6,S307,Brown (D-OH),D,OH,Yes
Senate,6,S300,Burr (R-NC),R,NC,Yes
Senate,6,S275,Cantwell (D-WA),D,WA,Yes
Senate,6,S372,Capito (R-WV),R,WV,Yes
Senate,6,S308,Cardin (D-MD),D,MD,Yes
Senate,6,S277,Carper (D-DE),D,DE,Yes
Senate,6,S309,Casey (D-PA),D,PA,Yes
Senate,6,S373,Cassidy (R-LA),R,LA,Yes
Senate,6,S136,Cochran (R-MS),R,MS,Yes
Senate,6,S252,Collins (R-ME),R,ME,Yes
Senate,6,S337,Coons (D-DE),D,DE,Yes
Senate,6,S310,Corker (R-TN),R,TN,Yes
Senate,6,S287,Cornyn (R-TX),R,TX,Yes
Senate,6,S385,Cortez Masto (D-NV),D,NV,Yes
Senate,6,S374,Cotton (R-AR),R,AR,Yes
Senate,6,S266,Crapo (R-ID),R,ID,Yes
Senate,6,S355,Cruz (R-TX),R,TX,Yes
Senate,6,S375,Daines (R-MT),R,MT,Yes
Senate,6,S356,Donnelly (D-IN),D,IN,Yes
Senate,6,S386,Duckworth (D-IL),D,IL,Yes
Senate,6,S253,Durbin (D-IL),D,IL,Yes
Senate,6,S254,Enzi (R-WY),R,WY,Yes
Senate,6,S376,Ernst (R-IA),R,IA,Yes
Senate,6,S221,Feinstein (D-CA),D,CA,Yes
Senate,6,S357,Fischer (R-NE),R,NE,Yes
Senate,6,S358,Flake (R-AZ),R,AZ,Yes
Senate,6,S377,Gardner (R-CO),R,CO,Yes
Senate,6,S331,Gillibrand (D-NY),D,NY,Yes
Senate,6,S293,Graham (R-SC),R,SC,Yes
Senate,6,S153,Grassley (R-IA),R,IA,Yes
Senate,6,S387,Harris (D-CA),D,CA,Yes
Senate,6,S388,Hassan (D-NH),D,NH,Yes
Senate,6,S118,Hatch (R-UT),R,UT,Yes
Senate,6,S359,Heinrich (D-NM),D,NM,Yes
Senate,6,S360,Heitkamp (D-ND),D,ND,Yes
Senate,6,S352,Heller (R-NV),R,NV,Yes
Senate,6,S361,Hirono (D-HI),D,HI,No
Senate,6,S344,Hoeven (R-ND),R,ND,Yes
Senate,6,S236,Inhofe (R-OK),R,OK,Yes
Senate,6,S305,Isakson (R-GA),R,GA,Yes
Senate,6,S345,Johnson (R-WI),R,WI,Yes
Senate,6,S393,Jones (D-AL),D,AL,Yes
Senate,6,S362,Kaine (D-VA),D,VA,Yes
Senate,6,S389,Kennedy (R-LA),R,LA,Yes
Senate,6,S363,King (I-ME),I,ME,Yes
Senate,6,S311,Klobuchar (D-MN),D,MN,Yes
Senate,6,S378,Lankford (R-OK),R,OK,Yes
Senate,6,S057,Leahy (D-VT),D,VT,Yes
Senate,6,S346,Lee (R-UT),R,UT,Yes
Senate,6,S338,Manchin (D-WV),D,WV,Yes
Senate,6,S369,Markey (D-MA),D,MA,Yes
Senate,6,S197,McCain (R-AZ),R,AZ,Not Voting
Senate,6,S312,McCaskill (D-MO),D,MO,Yes
Senate,6,S174,McConnell (R-KY),R,KY,Yes
Senate,6,S306,Menendez (D-NJ),D,NJ,Yes
Senate,6,S322,Merkley (D-OR),D,OR,Yes
Senate,6,S347,Moran (R-KS),R,KS,Yes
Senate,6,S288,Murkowski (R-AK),R,AK,Yes
Senate,6,S364,Murphy (D-CT),D,CT,Yes
Senate,6,S229,Murray (D-WA),D,WA,Yes
Senate,6,S282,Nelson (D-FL),D,FL,Yes
Senate,6,S348,Paul (R-KY),R,KY,Yes
Senate,6,S379,Perdue (R-GA),R,GA,Yes
Senate,6,S380,Peters (D-MI),D,MI,Yes
Senate,6,S349,Portman (R-OH),R,OH,Yes
Senate,6,S259,Reed (D-RI),D,RI,Yes
Senate,6,S323,Risch (R-ID),R,ID,Yes
Senate,6,S260,Roberts (R-KS),R,KS,Yes
Senate,6,S381,Rounds (R-SD),R,SD,Yes
Senate,6,S350,Rubio (R-FL),R,FL,Yes
Senate,6,S313,Sanders (I-VT),I,VT,Yes
Senate,6,S382,Sasse (R-NE),R,NE,Yes
Senate,6,S353,Schatz (D-HI),D,HI,Yes
Senate,6,S270,Schumer (D-NY),D,NY,Yes
Senate,6,S365,Scott (R-SC),R,SC,Yes
Senate,6,S324,Shaheen (D-NH),D,NH,Yes
Senate,6,S184,Shelby (R-AL),R,AL,Yes
Senate,6,S394,Smith (D-MN),D,MN,Yes
Senate,6,S284,Stabenow (D-MI),D,MI,Yes
Senate,6,S383,Sullivan (R-AK),R,AK,Yes
Senate,6,S314,Tester (D-MT),D,MT,Yes
Senate,6,S303,Thune (R-SD),R,SD,Yes
Senate,6,S384,Tillis (R-NC),R,NC,Yes
Senate,6,S351,Toomey (R-PA),R,PA,Yes
Senate,6,S326,Udall (D-NM),D,NM,Yes
Senate,6,S390,Van Hollen (D-MD),D,MD,Yes
Senate,6,S327,Warner (D-VA),D,VA,Yes
Senate,6,S366,Warren (D-MA),D,MA,Yes
Senate,6,S316,Whitehouse (D-RI),D,RI,Yes
Senate,6,S318,Wicker (R-MS),R,MS,Yes
Senate,6,S247,Wyden (D-OR),D,OR,Yes
Senate,6,S391,Young (R-IN),R,IN,Yes
Senate,5,S289,Alexander (R-TN),R,TN,Yes
Senate,5,S354,Baldwin (D-WI),D,WI,Yes
Senate,5,S317,Barrasso (R-WY),R,WY,Yes
Senate,5,S330,Bennet (D-CO),D,CO,Yes
Senate,5,S341,Blumenthal (D-CT),D,CT,Yes
Senate,5,S342,Blunt (R-MO),R,MO,Yes
Senate,5,S370,Booker (D-NJ),D,NJ,Not Voting
Senate,5,S343,Boozman (R-AR),R,AR,Yes
Senate,5,S307,Brown (D-OH),D,OH,Yes
Senate,5,S300,Burr (R-NC),R,NC,Yes
Senate,5,S275,Cantwell (D-WA),D,WA,Yes
Senate,5,S372,Capito (R-WV),R,WV,Yes
Senate,5,S308,Cardin (D-MD),D,MD,Yes
Senate,5,S277,Carper (D-DE),D,DE,Yes
Senate,5,S309,Casey (D-PA),D,PA,Yes
Senate,5,S373,Cassidy (R-LA),R,LA,Yes
Senate,5,S136,Cochran (R-MS),R,MS,Yes
Senate,5,S252,Collins (R-ME),R,ME,Yes
Senate,5,S337,Coons (D-DE),D,DE,Yes
Senate,5,S310,Corker (R-TN),R,TN,Yes
Senate,5,S287,Cornyn (R-TX),R,TX,Yes
Senate,5,S385,Cortez Masto (D-NV),D,NV,Yes
Senate,5,S374,Cotton (R-AR),R,AR,Yes
Senate,5,S266,Crapo (R-ID),R,ID,Yes
Senate,5,S355,Cruz (R-TX),R,TX,Yes
Senate,5,S375,Daines (R-MT),R,MT,Yes
Senate,5,S356,Donnelly (D-IN),D,IN,Yes
Senate,5,S386,Duckworth (D-IL),D,IL,Yes
Senate,5,S253,Durbin (D-IL),D,IL,Yes
Senate,5,S254,Enzi (R-WY),R,WY,Yes
Senate,5,S376,Ernst (R-IA),R,IA,Yes
Senate,5,S221,Feinstein (D-CA),D,CA,Yes
Senate,5,S357,Fischer (R-NE),R,NE,Yes
Senate,5,S358,Flake (R-AZ),R,AZ,Yes
Senate,5,S377,Gardner (R-CO),R,CO,Yes
Senate,5,S331,Gillibrand (D-NY),D,NY,Yes
Senate,5,S293,Graham (R-SC),R,SC,Yes
Senate,5,S153,Grassley (R-IA),R,IA,Yes
Senate,5,S387,Harris (D-CA),D,CA,Yes
Senate,5,S388,Hassan (D-NH),D,NH,Yes
Senate,5,S118,Hatch (R-UT),R,UT,Yes
Senate,5,S359,Heinrich (D-NM),D,NM,Yes
Senate,5,S360,Heitkamp (D-ND),D,ND,Yes
Senate,5,S352,Heller (R-NV),R,NV,Yes
Senate,5,S361,Hirono (D-HI),D,HI,Yes
Senate,5,S344,Hoeven (R-ND),R,ND,Yes
Senate,5,S236,Inhofe (R-OK),R,OK,Yes
Senate,5,S305,Isakson (R-GA),R,GA,Yes
Senate,5,S345,Johnson (R-WI),R,WI,Yes
Senate,5,S393,Jones (D-AL),D,AL,Yes
Senate,5,S362,Kaine (D-VA),D,VA,Yes
Senate,5,S389,Kennedy (R-LA),R,LA,Yes
Senate,5,S363,King (I-ME),I,ME,Yes
Senate,5,S311,Klobuchar (D-MN),D,MN,Yes
Senate,5,S378,Lankford (R-OK),R,OK,Yes
Senate,5,S057,Leahy (D-VT),D,VT,Yes
Senate,5,S346,Lee (R-UT),R,UT,Yes
Senate,5,S338,Manchin (D-WV),D,WV,Yes
Senate,5,S369,Markey (D-MA),D,MA,Yes
Senate,5,S197,McCain (R-AZ),R,AZ,Not Voting
Senate,5,S312,McCaskill (D-MO),D,MO,Yes
Senate,5,S174,McConnell (R-KY),R,KY,Yes
Senate,5,S306,Menendez (D-NJ),D,NJ,Yes
Senate,5,S322,Merkley (D-OR),D,OR,Yes
Senate,5,S347,Moran (R-KS),R,KS,Yes
Senate,5,S288,Murkowski (R-AK),R,AK,Yes
Senate,5,S364,Murphy (D-CT),D,CT,Yes
Senate,5,S229,Murray (D-WA),D,WA,Yes
Senate,5,S282,Nelson (D-FL),D,FL,Yes
Senate,5,S348,Paul (R-KY),R,KY,Yes
Senate,5,S379,Perdue (R-GA),R,GA,Yes
Senate,5,S380,Peters (D-MI),D,MI,Yes
Senate,5,S349,Portman (R-OH),R,OH,Yes
Senate,5,S259,Reed (D-RI),D,RI,Yes
Senate,5,S323,Risch (R-ID),R,ID,Yes
Senate,5,S260,Roberts (R-KS),R,KS,Yes
Senate,5,S381,Rounds (R-SD),R,SD,Yes
Senate,5,S350,Rubio (R-FL),R,FL,Yes
Senate,5,S313,Sanders (I-VT),I,VT,Yes
Senate,5,S382,Sasse (R-NE),R,NE,Yes
Senate,5,S353,Schatz (D-HI),D,HI,Yes
Senate,5,S270,Schumer (D-NY),D,NY,Yes
Senate,5,S365,Scott (R-SC),R,SC,Yes
Senate,5,S324,Shaheen (D-NH),D,NH,Yes
Senate,5,S184,Shelby (R-AL),R,AL,Yes
Senate,5,S394,Smith (D-MN),D,MN,Yes
Senate,5,S284,Stabenow (D-MI),D,MI,Yes
Senate,5,S383,Sullivan (R-AK),R,AK,Yes
Senate,5,S314,Tester (D-MT),D,MT,Yes
Senate,5,S303,Thune (R-SD),R,SD,Yes
Senate,5,S384,Tillis (R-NC),R,NC,Yes
Senate,5,S351,Toomey (R-PA),R,PA,Yes
Senate,5,S326,Udall (D-NM),D,NM,Yes
Senate,5,S390,Van Hollen (D-MD),D,MD,Yes
Senate,5,S327,Warner (D-VA),D,VA,Yes
Senate,5,S366,Warren (D-MA),D,MA,Yes
Senate,5,S316,Whitehouse (D-RI),D,RI,Yes
